Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TP","Crops and livestock products","10","Australia","5610","Import Quantity","56","Maize","2006","2006","tonnes","524","*","Unofficial figure",""
"TP","Crops and livestock products","10","Australia","5622","Import Value","56","Maize","2006","2006","1000 US$","945","","Official data",""
"TP","Crops and livestock products","10","Australia","5910","Export Quantity","56","Maize","2006","2006","tonnes","3643","","Official data",""
"TP","Crops and livestock products","10","Australia","5922","Export Value","56","Maize","2006","2006","1000 US$","2909","","Official data",""
"TP","Crops and livestock products","10","Australia","5610","Import Quantity","56","Maize","2007","2007","tonnes","529","","Official data",""
"TP","Crops and livestock products","10","Australia","5622","Import Value","56","Maize","2007","2007","1000 US$","1374","","Official data",""
"TP","Crops and livestock products","10","Australia","5910","Export Quantity","56","Maize","2007","2007","tonnes","1346","","Official data",""
"TP","Crops and livestock products","10","Australia","5922","Export Value","56","Maize","2007","2007","1000 US$","3260","","Official data",""
"TP","Crops and livestock products","10","Australia","5610","Import Quantity","56","Maize","2008","2008","tonnes","315","","Official data",""
"TP","Crops and livestock products","10","Australia","5622","Import Value","56","Maize","2008","2008","1000 US$","833","","Official data",""
"TP","Crops and livestock products","10","Australia","5910","Export Quantity","56","Maize","2008","2008","tonnes","22225","*","Unofficial figure",""
"TP","Crops and livestock products","10","Australia","5922","Export Value","56","Maize","2008","2008","1000 US$","11521","","Official data",""
"TP","Crops and livestock products","10","Australia","5610","Import Quantity","56","Maize","2009","2009","tonnes","856","*","Unofficial figure",""
"TP","Crops and livestock products","10","Australia","5622","Import Value","56","Maize","2009","2009","1000 US$","1664","","Official data",""
"TP","Crops and livestock products","10","Australia","5910","Export Quantity","56","Maize","2009","2009","tonnes","13809","","Official data",""
"TP","Crops and livestock products","10","Australia","5922","Export Value","56","Maize","2009","2009","1000 US$","6151","","Official data",""
"TP","Crops and livestock products","10","Australia","5610","Import Quantity","56","Maize","2010","2010","tonnes","903","","Official data",""
"TP","Crops and livestock products","10","Australia","5622","Import Value","56","Maize","2010","2010","1000 US$","1474","","Official data",""
"TP","Crops and livestock products","10","Australia","5910","Export Quantity","56","Maize","2010","2010","tonnes","9004","","Official data",""
"TP","Crops and livestock products","10","Australia","5922","Export Value","56","Maize","2010","2010","1000 US$","4572","","Official data",""
"TP","Crops and livestock products","10","Australia","5610","Import Quantity","56","Maize","2011","2011","tonnes","977","","Official data",""
"TP","Crops and livestock products","10","Australia","5622","Import Value","56","Maize","2011","2011","1000 US$","1532","","Official data",""
"TP","Crops and livestock products","10","Australia","5910","Export Quantity","56","Maize","2011","2011","tonnes","42026","","Official data",""
"TP","Crops and livestock products","10","Australia","5922","Export Value","56","Maize","2011","2011","1000 US$","16164","","Official data",""
"TP","Crops and livestock products","10","Australia","5610","Import Quantity","56","Maize","2012","2012","tonnes","2006","","Official data",""
"TP","Crops and livestock products","10","Australia","5622","Import Value","56","Maize","2012","2012","1000 US$","1780","","Official data",""
"TP","Crops and livestock products","10","Australia","5910","Export Quantity","56","Maize","2012","2012","tonnes","100939","","Official data",""
"TP","Crops and livestock products","10","Australia","5922","Export Value","56","Maize","2012","2012","1000 US$","35216","","Official data",""
"TP","Crops and livestock products","10","Australia","5610","Import Quantity","56","Maize","2013","2013","tonnes","819","","Official data",""
"TP","Crops and livestock products","10","Australia","5622","Import Value","56","Maize","2013","2013","1000 US$","1626","","Official data",""
"TP","Crops and livestock products","10","Australia","5910","Export Quantity","56","Maize","2013","2013","tonnes","111372","","Official data",""
"TP","Crops and livestock products","10","Australia","5922","Export Value","56","Maize","2013","2013","1000 US$","45141","","Official data",""
"TP","Crops and livestock products","10","Australia","5610","Import Quantity","56","Maize","2014","2014","tonnes","1058","","Official data",""
"TP","Crops and livestock products","10","Australia","5622","Import Value","56","Maize","2014","2014","1000 US$","1721","","Official data",""
"TP","Crops and livestock products","10","Australia","5910","Export Quantity","56","Maize","2014","2014","tonnes","58669","","Official data",""
"TP","Crops and livestock products","10","Australia","5922","Export Value","56","Maize","2014","2014","1000 US$","24616","","Official data",""
"TP","Crops and livestock products","10","Australia","5610","Import Quantity","56","Maize","2015","2015","tonnes","1041","","Official data",""
"TP","Crops and livestock products","10","Australia","5622","Import Value","56","Maize","2015","2015","1000 US$","1212","","Official data",""
"TP","Crops and livestock products","10","Australia","5910","Export Quantity","56","Maize","2015","2015","tonnes","66519","","Official data",""
"TP","Crops and livestock products","10","Australia","5922","Export Value","56","Maize","2015","2015","1000 US$","25860","","Official data",""
"TP","Crops and livestock products","10","Australia","5610","Import Quantity","56","Maize","2016","2016","tonnes","800","","Official data",""
"TP","Crops and livestock products","10","Australia","5622","Import Value","56","Maize","2016","2016","1000 US$","1034","","Official data",""
"TP","Crops and livestock products","10","Australia","5910","Export Quantity","56","Maize","2016","2016","tonnes","60945","","Official data",""
"TP","Crops and livestock products","10","Australia","5922","Export Value","56","Maize","2016","2016","1000 US$","19731","","Official data",""
"TP","Crops and livestock products","10","Australia","5610","Import Quantity","56","Maize","2017","2017","tonnes","1283","","Official data",""
"TP","Crops and livestock products","10","Australia","5622","Import Value","56","Maize","2017","2017","1000 US$","1783","","Official data",""
"TP","Crops and livestock products","10","Australia","5910","Export Quantity","56","Maize","2017","2017","tonnes","71082","","Official data",""
"TP","Crops and livestock products","10","Australia","5922","Export Value","56","Maize","2017","2017","1000 US$","24285","","Official data",""
"TP","Crops and livestock products","10","Australia","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2000","2000","tonnes","52195","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5622","Import Value","30","Rice - total  (Rice milled equivalent)","2000","2000","1000 US$","29427","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5910","Export Quantity","30","Rice - total  (Rice milled equivalent)","2000","2000","tonnes","616362","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2000","2000","1000 US$","229424","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2001","2001","tonnes","58871","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5622","Import Value","30","Rice - total  (Rice milled equivalent)","2001","2001","1000 US$","26925","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5910","Export Quantity","30","Rice - total  (Rice milled equivalent)","2001","2001","tonnes","605145","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2001","2001","1000 US$","184893","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2002","2002","tonnes","62353","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5622","Import Value","30","Rice - total  (Rice milled equivalent)","2002","2002","1000 US$","27454","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5910","Export Quantity","30","Rice - total  (Rice milled equivalent)","2002","2002","tonnes","319493","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2002","2002","1000 US$","86276","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2003","2003","tonnes","76025","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5622","Import Value","30","Rice - total  (Rice milled equivalent)","2003","2003","1000 US$","36095","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5910","Export Quantity","30","Rice - total  (Rice milled equivalent)","2003","2003","tonnes","141722","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2003","2003","1000 US$","59496","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2004","2004","tonnes","89144","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5622","Import Value","30","Rice - total  (Rice milled equivalent)","2004","2004","1000 US$","44541","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5910","Export Quantity","30","Rice - total  (Rice milled equivalent)","2004","2004","tonnes","54252","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2004","2004","1000 US$","28354","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2005","2005","tonnes","107021","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5622","Import Value","30","Rice - total  (Rice milled equivalent)","2005","2005","1000 US$","60477","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5910","Export Quantity","30","Rice - total  (Rice milled equivalent)","2005","2005","tonnes","50539","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2005","2005","1000 US$","31633","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2006","2006","tonnes","101140","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5622","Import Value","30","Rice - total  (Rice milled equivalent)","2006","2006","1000 US$","56147","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5910","Export Quantity","30","Rice - total  (Rice milled equivalent)","2006","2006","tonnes","316766","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2006","2006","1000 US$","163987","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2007","2007","tonnes","124399","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5622","Import Value","30","Rice - total  (Rice milled equivalent)","2007","2007","1000 US$","86666","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5910","Export Quantity","30","Rice - total  (Rice milled equivalent)","2007","2007","tonnes","190255","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2007","2007","1000 US$","119633","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2008","2008","tonnes","194602","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5622","Import Value","30","Rice - total  (Rice milled equivalent)","2008","2008","1000 US$","172711","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5910","Export Quantity","30","Rice - total  (Rice milled equivalent)","2008","2008","tonnes","47646","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2008","2008","1000 US$","50291","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2009","2009","tonnes","203934","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5622","Import Value","30","Rice - total  (Rice milled equivalent)","2009","2009","1000 US$","185634","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5910","Export Quantity","30","Rice - total  (Rice milled equivalent)","2009","2009","tonnes","17069","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2009","2009","1000 US$","25387","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2010","2010","tonnes","192643","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5622","Import Value","30","Rice - total  (Rice milled equivalent)","2010","2010","1000 US$","177416","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5910","Export Quantity","30","Rice - total  (Rice milled equivalent)","2010","2010","tonnes","54015","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2010","2010","1000 US$","56023","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2011","2011","tonnes","160121","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5622","Import Value","30","Rice - total  (Rice milled equivalent)","2011","2011","1000 US$","173194","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5910","Export Quantity","30","Rice - total  (Rice milled equivalent)","2011","2011","tonnes","277992","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2011","2011","1000 US$","243306","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2012","2012","tonnes","133803","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5622","Import Value","30","Rice - total  (Rice milled equivalent)","2012","2012","1000 US$","154912","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5910","Export Quantity","30","Rice - total  (Rice milled equivalent)","2012","2012","tonnes","449571","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2012","2012","1000 US$","355421","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2013","2013","tonnes","145369","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5622","Import Value","30","Rice - total  (Rice milled equivalent)","2013","2013","1000 US$","158749","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5910","Export Quantity","30","Rice - total  (Rice milled equivalent)","2013","2013","tonnes","460693","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2013","2013","1000 US$","371171","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2014","2014","tonnes","160057","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5622","Import Value","30","Rice - total  (Rice milled equivalent)","2014","2014","1000 US$","170594","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5910","Export Quantity","30","Rice - total  (Rice milled equivalent)","2014","2014","tonnes","404542","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2014","2014","1000 US$","352831","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2015","2015","tonnes","157320","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5622","Import Value","30","Rice - total  (Rice milled equivalent)","2015","2015","1000 US$","148143","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5910","Export Quantity","30","Rice - total  (Rice milled equivalent)","2015","2015","tonnes","325881","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"TP","Crops and livestock products","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2015","2015","1000 US$","298991","A","Aggregate, may include official, semi-official, estimated or calculated data",""
